Producto,Precio Descuento,Precio Internet,Precio Anterior
"Galaxy Book 4 Pro (14 pulgadas, Intel® Core Ultra 5, 16GB)",no encontrado,$ 1.699.990,no encontrado
Notebook Intel N4020 8GB 256GB SSD 141 W11H HerobookPro,no encontrado,$ 359.990,no encontrado
Notebook X409FA-EK041 I5-8145U 8Gb 240Gb SSD FreeDOS (Reacondicionado),no encontrado,$ 349.900,no encontrado
Notebook Vivobook 15 i9 13va 16GB 1TB SSD 15.6 FHD W11,no encontrado,$ 1.499.990,no encontrado
Notebook 840 G11 U7-155u 32Gb 1Tb Win11P 14´´,no encontrado,$ 1.844.900,no encontrado
NOTEBOOK CORE I5 8 GB DE RAM Y 256 GB DE DISCO SOLIDO,no encontrado,$ 800.000,no encontrado
Notebook THINKPAD CORE I5 8 GB DE RAM Y 256 GB DE DISCO DURO,no encontrado,$ 600.000,no encontrado
Notebook Vivobook 16 Intel Core I7 16gb Ram 512gb Ssd,no encontrado,$ 999.990,no encontrado
Notebook 14-dq5001la Intel Core i5 8GB RAM 512GB SSD,no encontrado,no encontrado,no encontrado
Notebook Thinkpad AMD RYZEN 7 512 GB DISCO DURO SOLIDO,no encontrado,$ 650.000,no encontrado
NOTEBOOK INTEL CORE I5 DISCO SOLIDO THINKPAD,no encontrado,$ 799.990,no encontrado
Notebook thinkpad T470 CORE I5 8GB de ram,no encontrado,$ 800.000,no encontrado
Notebook Gamer 17-db0009la R9 32GB 1TB RTX4060 8GB,no encontrado,$ 2.199.990,no encontrado
Notebook Zenbook S 14 Core Ultra7 32gb Ram 1tb Ssd Oled,no encontrado,$ 2.199.990,no encontrado
Notebook Pavilion 15-eg2506la Intel Core i7 12GB Ram 512GB SSD,no encontrado,no encontrado,no encontrado
Notebook Gamer 16-wf1000la I9 32GB Ram 1TB SSD RTX4070 8GB,no encontrado,$ 3.119.990,no encontrado
"Surface 9 Pro con Intel Core i7, 16GB Ram, lapiz, carcaza y regalos incluidos",no encontrado,$ 1.799.990,no encontrado
"AIO ThinkCentre M90A G3 i7-12700 vPro 16GB 512 GB SSD 23.8"" Win 11 Pro",no encontrado,$ 2.199.990,no encontrado
"HP ZBook Studio G10 I7-13700H vPro, 32GB Ram, 1TB SSD, Tarjeta de video RTX 2000 con 8GB",no encontrado,$ 2.399.990,no encontrado
Laptop 15-DY2089MS i7 12GB Ram Disco SSD,no encontrado,$ 799.999,no encontrado
Notebook I7-10510U MX130 2GB 12GB 1TB+128GB 156 WH11 15DW1064LA - Plateado,no encontrado,$ 799.990,no encontrado
Notebook Zenbook Duo Intel Core I9 32gb Ram 1tb Ssd,no encontrado,$ 2.499.990,no encontrado
Soporte Portatil de Aluminio para Notebook,no encontrado,$ 13.990,no encontrado
Notebook i3-N3055 8GB Ram 512GB SSD 156 FHD Ideapad - Gris,no encontrado,$ 699.990,no encontrado
Notebook Thinkpad 14 PULGADAS CORE i5 8 GB RAM,no encontrado,$ 750.000,no encontrado
NOTEBOOKS elitebook 830 g7/ i7-10610U / 8GB /256 SSD/ REACONDICIONADO GRADO B,no encontrado,no encontrado,no encontrado
NOTEBOOK Latitude 7290 i7-8va 16gb 256gb SSD REACONDICIONADO GRADO A,no encontrado,no encontrado,no encontrado
NOTEBOOK INTEL CORE I5 THINKPAD,no encontrado,$ 799.990,no encontrado
NOTEBOOK CORE I5 LATITUDE,no encontrado,$ 699.999,no encontrado
Notebook Thinkpad Intel core i5 8 GB RAM,no encontrado,$ 750.000,no encontrado
Notebook Galaxy Book3 Pro i7-1360P 14 AMOLED WQXGA+ 120Hz 16GB 512GB,no encontrado,$ 1.899.990,no encontrado
NOTEBOOK THINKPAD CORE I7 16 GB DE RAM DISCO SOLIDO,no encontrado,$ 799.990,no encontrado
"Notebook Gamer Intel Core i7-13620H 16GB RAM 512GB SSD RTX 4060 15,6"" FHD IPS 144HZ open box",no encontrado,$ 1.599.990,no encontrado
"Legion 16IRX9 Core™ i7-13650HX 1TB SSD 32GB RTX 4060 8GB 16"" WQXGA165Hz AI-Powered Nuevo",no encontrado,$ 1.990.000,no encontrado
NOTEBOOK P1 4ta Gen i7-11800H 512GB SSD 32GB RAM GEFORCE 4GB 2K GRADO A,no encontrado,no encontrado,no encontrado
NOTEBOOK P1 4ta Gen i7-11800H 512GB SSD 32GB RAM GEFORCE 4GB 2K GRADO A,no encontrado,no encontrado,no encontrado
Notebook Core i5 OCTAVA GEN 840 DISCO SOLIDO,no encontrado,$ 970.000,no encontrado
Thinkpad X1 Carbon Intel Core i5 4GB 256GB SSD,no encontrado,no encontrado,no encontrado
Notebook Rog Zephyrus G16 Intel Core Ultra 9 32gb 1tb Ssd 16 RTX 4070,no encontrado,no encontrado,no encontrado
Notebook Tuf Gaming F15 I5 16gb Ram 512gb Ssd Rtx3050,no encontrado,no encontrado,no encontrado
Notebook Intel Core i5 8 GB RAM 256 SSD,no encontrado,$ 799.990,no encontrado
Notebook Gamer Katana AMD Ryzen 7-8845HS 16gb RAM 1TB SSD NVIDIA GeForce RTX4060 144 Hz,no encontrado,$ 1.869.990,no encontrado
Notebook 250 G10 I7-1355U 16GB Ram 512GB SSD W11Pro,no encontrado,no encontrado,no encontrado
Notebook INTEL CORE I5 14 PULGADAS 8 GB DE RAM Y DISCO SOLIDO,no encontrado,$ 599.990,no encontrado
Notebook CORE I5 DISCO SOLIDO SSD TECLADO RETROLUMINADO,no encontrado,$ 699.999,no encontrado
Notebook Intel Core i5 8 GB RAM 256 SSD,no encontrado,$ 799.990,no encontrado
Notebook Tuf Gaming F15 I7 16gb Ram 512gb Ssd Rtx4060,no encontrado,$ 1.799.990,no encontrado
Portatil Galaxy Book3 360 13,no encontrado,$ 1.499.990,no encontrado
Notebook Tuf A15 144hz Ryzen 7 6800hs SSD 512GB 16gb DDR5 NVIDIA Rtx 2050,no encontrado,no encontrado,no encontrado
Notebook Tuf A15 144hz Ryzen 7 6800hs SSD 512GB 16gb DDR5 NVIDIA Rtx 2050,no encontrado,no encontrado,no encontrado
"MacBook Air 2014, i5, 8GB, 256 GB, 13"" Reacondicionado - Plata",no encontrado,$ 359.990,no encontrado
NOTEBOOK thinkpad intel core i5 disco solido,no encontrado,$ 900.000,no encontrado
Notebook core i5 Elitebook 8 gb de ram disco 256 gb ssd,no encontrado,$ 799.990,no encontrado
"MacBook Air 11.6"" Core i5 4GB RAM 128 GB SSD Plateado (2015) Reacondicionado",no encontrado,$ 449.990,no encontrado
"Notebook E41-55, Ryzen 3 3300U, 4GB Ram, SSD 256GB, LED 14"" FHD, W10 Pro",no encontrado,$ 599.990,no encontrado
Notebook 14 CORE I5 DISCO SOLIDO,no encontrado,$ 770.000,no encontrado
Latitude 5280 256GB SSD 16GB RAM Intel Core i5 - Reacondicionado,no encontrado,no encontrado,no encontrado
Notebook I9-14900HXRTX 4080 12GB 32GB 1TB 16 W11P ZERO,no encontrado,$ 3.349.990,no encontrado
"Notebook E41-55, Ryzen 5 3500U, 8GB Ram, SSD 256GB Nvme, LED 14"" FHD, W10 Pro",no encontrado,$ 699.990,no encontrado
Notebook Gamer IdeaPad Gaming 3i laptop,no encontrado,$ 1.299.990,no encontrado
Portrait 3 + insumos SBF50,$ 264.990,$ 279.900,$ 325.900
X1 Yoga Intel Core I5 16Ram 256 SSD - Reacondicionado,no encontrado,no encontrado,no encontrado
Alienware M16 RTX 4070 con 8GB dedicados,no encontrado,$ 2.399.990,no encontrado
"Macbook Air 2017 i5 8GB 128GB SSD 13"" Reacondicionado - Plata",no encontrado,$ 399.990,no encontrado
Notebook Intel Core i5-1335U 16GB RAM 512GB SSD 15.6 Touchscreen,no encontrado,$ 829.990,no encontrado
Notebook t490 i5 10ma gen 8gb de ram SSD de 512gb Disco Solido FHD,no encontrado,$ 999.990,no encontrado
"Notebook LATITUDE 5310 con Intel i7, 16GB Ram y 512 GB SSD REACONDICIONADO GRADO A",no encontrado,no encontrado,no encontrado
840 G1 CORE I5 4300U 12 GB SSD 256 GB,no encontrado,$ 219.000,no encontrado
"Notebook AL15-41P-R0ZY-1 - AMD Ryzen™ 7 5700U - 32GB RAM - 512GB SSD - 15,6"" FHD",no encontrado,$ 699.990,no encontrado
NOTEBOOK 250 G10 i3-1315U 8GB 256GB FreeDOS (sin windows),no encontrado,$ 499.990,no encontrado
Notebook OMEN 16-wf0002la Intel Core i9 32 GB RAM NVIDIA GeForce RTX 4070 1 TB SSD.,no encontrado,$ 2.999.990,no encontrado
Notebook V14 i5 13420H 16GB 512GB SSD 14,no encontrado,$ 769.990,no encontrado
"Macbook Air 2015, Intel i5, 8GB, 128GB Reacondicionado",no encontrado,$ 359.990,no encontrado
Notebook thinkpad CORE I5 8 GB DE RAM Y DISCO SOLIDO SSD,no encontrado,$ 890.000,no encontrado
Notebook 2 en 1 Pavilion 14-ek1011la I5 8GB RAM 512GB SSD,no encontrado,$ 959.990,no encontrado
Latitude 7520 WorkStation 16GB RAM 256 SSD Radeon pro Wx4150 2GB Intel Xeon Quad Core,no encontrado,no encontrado,no encontrado
Ideapad 3 15 Intel Core i 3 con 8GB Ram y pantalla Touch,no encontrado,$ 499.990,no encontrado
Notebook Thinkpad Intel core i5 8 GB RAM DISCO SOLIDO,no encontrado,$ 750.000,no encontrado
TUF Dash F15 NVIDIA GeForce RTX 3070 (8 GB) GDDR6,no encontrado,$ 1.999.999,no encontrado
"Notebook con Procesador i7 , 16GB Ram, 1TB SSD y windows 10 Pro",no encontrado,$ 1.499.999,no encontrado
"Notebook Gamer Victus Intel Core i7-13620H,16GB RAM 512GB SSD NVIDIA GeForce RTX 4060",$ 1.169.990,$ 1.229.990,$ 1.539.990
Notebook core i5 8 gb de ram y disco solido,no encontrado,$ 950.000,no encontrado
NOTEBOOK CORE i5 ELITEBOOK DISCO SSD,no encontrado,$ 799.990,no encontrado
